teamA,teamB,teamAAttack,teamAMidfield,teamADefense,teamAFormScore,teamAStrength,teamBAttack,teamBMidfield,teamBDefense,teamBFormScore,teamBStrength,result
"Colombia","Uzbekistan","82","81","78","10","82","73","75","74","10","76","teamAWin"
"Uzbekistan","DR Congo","73","75","74","10","76","74","74","75","8","74","teamAWin"
"DR Congo","Uzbekistan","74","74","75","8","74","73","75","74","10","76","draw"
"Uzbekistan","England","73","75","74","10","76","86","86","84","13","89","teamBWin"
"England","Uzbekistan","86","86","84","13","89","73","75","74","10","76","teamAWin"
"Uzbekistan","Croatia","73","75","74","10","76","77","84","79","8","79","teamBWin"
"Croatia","Uzbekistan","77","84","79","8","79","73","75","74","10","76","teamAWin"
"Uzbekistan","Ghana","73","75","74","10","76","76","75","73","7","74","draw"
"Ghana","Uzbekistan","76","75","73","7","74","73","75","74","10","76","draw"
"Uzbekistan","Panama","73","75","74","10","76","72","73","72","10","74","teamAWin"
"Panama","Uzbekistan","72","73","72","10","74","73","75","74","10","76","draw"
"Colombia","DR Congo","82","81","78","10","82","74","74","75","8","74","teamAWin"
"DR Congo","Colombia","74","74","75","8","74","82","81","78","10","82","teamBWin"
"Colombia","England","82","81","78","10","82","86","86","84","13","89","teamBWin"
"England","Colombia","86","86","84","13","89","82","81","78","10","82","teamAWin"
"Colombia","Croatia","82","81","78","10","82","77","84","79","8","79","draw"
"Croatia","Colombia","77","84","79","8","79","82","81","78","10","82","draw"
"Colombia","Ghana","82","81","78","10","82","76","75","73","7","74","teamAWin"
"Ghana","Colombia","76","75","73","7","74","82","81","78","10","82","teamBWin"
"Colombia","Panama","82","81","78","10","82","72","73","72","10","74","teamAWin"
"Panama","Colombia","72","73","72","10","74","82","81","78","10","82","teamBWin"
"DR Congo","England","74","74","75","8","74","86","86","84","13","89","teamBWin"
"England","DR Congo","86","86","84","13","89","74","74","75","8","74","teamAWin"
"DR Congo","Croatia","74","74","75","8","74","77","84","79","8","79","teamBWin"
"Croatia","DR Congo","77","84","79","8","79","74","74","75","8","74","draw"
"DR Congo","Ghana","74","74","75","8","74","76","75","73","7","74","draw"
"Ghana","DR Congo","76","75","73","7","74","74","74","75","8","74","draw"
"DR Congo","Panama","74","74","75","8","74","72","73","72","10","74","teamAWin"
"Panama","DR Congo","72","73","72","10","74","74","74","75","8","74","draw"
"England","Croatia","86","86","84","13","89","77","84","79","8","79","teamAWin"
"Croatia","England","77","84","79","8","79","86","86","84","13","89","teamBWin"
"England","Ghana","86","86","84","13","89","76","75","73","7","74","teamAWin"
"Ghana","England","76","75","73","7","74","86","86","84","13","89","teamBWin"
"England","Panama","86","86","84","13","89","72","73","72","10","74","teamAWin"
"Panama","England","72","73","72","10","74","86","86","84","13","89","teamBWin"
"Croatia","Ghana","77","84","79","8","79","76","75","73","7","74","teamAWin"
"Ghana","Croatia","76","75","73","7","74","77","84","79","8","79","teamBWin"
"Croatia","Panama","77","84","79","8","79","72","73","72","10","74","teamAWin"
"Panama","Croatia","72","73","72","10","74","77","84","79","8","79","teamBWin"
"Ghana","Panama","76","75","73","7","74","72","73","72","10","74","draw"
"Panama","Ghana","72","73","72","10","74","76","75","73","7","74","draw"
"Qatar","Ecuador","72","73","70","7","71","78","79","80","8","78","teamBWin"
"England","Iran","86","86","84","13","89","75","76","77","8","75","teamAWin"
"Senegal","Netherlands","81","79","81","10","81","82","83","86","10","84","teamBWin"
"Argentina","Saudi Arabia","88","86","82","13","89","74","75","73","8","74","teamBWin"
"France","Australia","90","84","83","10","87","76","75","76","10","77","teamAWin"
"Morocco","Croatia","78","79","84","10","81","77","84","79","8","79","draw"
"Germany","Japan","84","85","80","8","82","80","82","78","10","81","teamBWin"
"Belgium","Canada","82","84","78","10","82","77","73","71","10","76","teamAWin"
"Uruguay","South Korea","83","82","82","10","83","79","78","76","10","79","draw"
"Portugal","Ghana","87","84","80","10","85","76","75","73","7","74","teamAWin"
"Qatar","Senegal","72","73","70","7","71","81","79","81","10","81","teamBWin"
"Netherlands","Ecuador","82","83","86","10","84","78","79","80","8","78","draw"
"England","USA","86","86","84","13","89","76","74","72","10","76","draw"
"Tunisia","Australia","72","74","78","8","74","76","75","76","10","77","teamBWin"
"Argentina","Mexico","88","86","82","13","89","78","77","74","10","78","teamAWin"
"Belgium","Morocco","82","84","78","10","82","78","79","84","10","81","teamBWin"
"Croatia","Canada","77","84","79","8","79","77","73","71","10","76","teamAWin"
"Spain","Germany","86","90","84","13","90","84","85","80","8","82","draw"
"South Korea","Ghana","79","78","76","10","79","76","75","73","7","74","teamBWin"
"Brazil","Switzerland","89","85","81","10","86","77","80","82","8","79","teamAWin"
"Portugal","Uruguay","87","84","80","10","85","83","82","82","10","83","teamAWin"
"Netherlands","Qatar","82","83","86","10","84","72","73","70","7","71","teamAWin"
"Ecuador","Senegal","78","79","80","8","78","81","79","81","10","81","teamBWin"
"Iran","USA","75","76","77","8","75","76","74","72","10","76","teamBWin"
"Tunisia","France","72","74","78","8","74","90","84","83","10","87","teamAWin"
"Saudi Arabia","Mexico","74","75","73","8","74","78","77","74","10","78","teamBWin"
"Croatia","Belgium","77","84","79","8","79","82","84","78","10","82","draw"
"Canada","Morocco","77","73","71","10","76","78","79","84","10","81","teamBWin"
"Japan","Spain","80","82","78","10","81","86","90","84","13","90","teamAWin"
"South Korea","Portugal","79","78","76","10","79","87","84","80","10","85","teamAWin"
"Ghana","Uruguay","76","75","73","7","74","83","82","82","10","83","teamBWin"
"Netherlands","USA","82","83","86","10","84","76","74","72","10","76","teamAWin"
"Argentina","Australia","88","86","82","13","89","76","75","76","10","77","teamAWin"
"England","Senegal","86","86","84","13","89","81","79","81","10","81","teamAWin"
"Japan","Croatia","80","82","78","10","81","77","84","79","8","79","draw"
"Brazil","South Korea","89","85","81","10","86","79","78","76","10","79","teamAWin"
"Morocco","Spain","78","79","84","10","81","86","90","84","13","90","draw"
"Portugal","Switzerland","87","84","80","10","85","77","80","82","8","79","teamAWin"
"Croatia","Brazil","77","84","79","8","79","89","85","81","10","86","draw"
"Netherlands","Argentina","82","83","86","10","84","88","86","82","13","89","draw"
"Morocco","Portugal","78","79","84","10","81","87","84","80","10","85","teamAWin"
"England","France","86","86","84","13","89","90","84","83","10","87","teamBWin"
"Argentina","Croatia","88","86","82","13","89","77","84","79","8","79","teamAWin"
"France","Morocco","90","84","83","10","87","78","79","84","10","81","teamAWin"
"Croatia","Morocco","77","84","79","8","79","78","79","84","10","81","teamAWin"
"Argentina","France","88","86","82","13","89","90","84","83","10","87","draw"
"Qatar","Ecuador","72","73","70","7","71","78","79","80","8","78","teamBWin"
"England","Iran","86","86","84","13","89","75","76","77","8","75","teamAWin"
"Senegal","Netherlands","81","79","81","10","81","82","83","86","10","84","teamBWin"
"Argentina","Saudi Arabia","88","86","82","13","89","74","75","73","8","74","teamBWin"
"France","Australia","90","84","83","10","87","76","75","76","10","77","teamAWin"
"Morocco","Croatia","78","79","84","10","81","77","84","79","8","79","draw"
"Germany","Japan","84","85","80","8","82","80","82","78","10","81","teamBWin"
"Belgium","Canada","82","84","78","10","82","77","73","71","10","76","teamAWin"
"Uruguay","South Korea","83","82","82","10","83","79","78","76","10","79","draw"
"Portugal","Ghana","87","84","80","10","85","76","75","73","7","74","teamAWin"
"Qatar","Senegal","72","73","70","7","71","81","79","81","10","81","teamBWin"
"Netherlands","Ecuador","82","83","86","10","84","78","79","80","8","78","draw"
"England","USA","86","86","84","13","89","76","74","72","10","76","draw"
"Tunisia","Australia","72","74","78","8","74","76","75","76","10","77","teamBWin"
"Argentina","Mexico","88","86","82","13","89","78","77","74","10","78","teamAWin"
"Belgium","Morocco","82","84","78","10","82","78","79","84","10","81","teamBWin"
"Croatia","Canada","77","84","79","8","79","77","73","71","10","76","teamAWin"
"Spain","Germany","86","90","84","13","90","84","85","80","8","82","draw"
"South Korea","Ghana","79","78","76","10","79","76","75","73","7","74","teamBWin"
"Brazil","Switzerland","89","85","81","10","86","77","80","82","8","79","teamAWin"
"Portugal","Uruguay","87","84","80","10","85","83","82","82","10","83","teamAWin"
"Netherlands","Qatar","82","83","86","10","84","72","73","70","7","71","teamAWin"
"Ecuador","Senegal","78","79","80","8","78","81","79","81","10","81","teamBWin"
"Iran","USA","75","76","77","8","75","76","74","72","10","76","teamBWin"
"Tunisia","France","72","74","78","8","74","90","84","83","10","87","teamAWin"
"Saudi Arabia","Mexico","74","75","73","8","74","78","77","74","10","78","teamBWin"
"Croatia","Belgium","77","84","79","8","79","82","84","78","10","82","draw"
"Canada","Morocco","77","73","71","10","76","78","79","84","10","81","teamBWin"
"Japan","Spain","80","82","78","10","81","86","90","84","13","90","teamAWin"
"South Korea","Portugal","79","78","76","10","79","87","84","80","10","85","teamAWin"
"Ghana","Uruguay","76","75","73","7","74","83","82","82","10","83","teamBWin"
"Netherlands","USA","82","83","86","10","84","76","74","72","10","76","teamAWin"
"Argentina","Australia","88","86","82","13","89","76","75","76","10","77","teamAWin"
"England","Senegal","86","86","84","13","89","81","79","81","10","81","teamAWin"
"Japan","Croatia","80","82","78","10","81","77","84","79","8","79","draw"
"Brazil","South Korea","89","85","81","10","86","79","78","76","10","79","teamAWin"
"Morocco","Spain","78","79","84","10","81","86","90","84","13","90","draw"
"Portugal","Switzerland","87","84","80","10","85","77","80","82","8","79","teamAWin"
"Croatia","Brazil","77","84","79","8","79","89","85","81","10","86","draw"
"Netherlands","Argentina","82","83","86","10","84","88","86","82","13","89","draw"
"Morocco","Portugal","78","79","84","10","81","87","84","80","10","85","teamAWin"
"England","France","86","86","84","13","89","90","84","83","10","87","teamBWin"
"Argentina","Croatia","88","86","82","13","89","77","84","79","8","79","teamAWin"
"France","Morocco","90","84","83","10","87","78","79","84","10","81","teamAWin"
"Croatia","Morocco","77","84","79","8","79","78","79","84","10","81","teamAWin"
"Argentina","France","88","86","82","13","89","90","84","83","10","87","draw"
"Qatar","Ecuador","72","73","70","7","71","78","79","80","8","78","teamBWin"
"England","Iran","86","86","84","13","89","75","76","77","8","75","teamAWin"
"Senegal","Netherlands","81","79","81","10","81","82","83","86","10","84","teamBWin"
"Argentina","Saudi Arabia","88","86","82","13","89","74","75","73","8","74","teamBWin"
"France","Australia","90","84","83","10","87","76","75","76","10","77","teamAWin"
"Morocco","Croatia","78","79","84","10","81","77","84","79","8","79","draw"
"Germany","Japan","84","85","80","8","82","80","82","78","10","81","teamBWin"
"Belgium","Canada","82","84","78","10","82","77","73","71","10","76","teamAWin"
"Uruguay","South Korea","83","82","82","10","83","79","78","76","10","79","draw"
"Portugal","Ghana","87","84","80","10","85","76","75","73","7","74","teamAWin"
"Qatar","Senegal","72","73","70","7","71","81","79","81","10","81","teamBWin"
"Netherlands","Ecuador","82","83","86","10","84","78","79","80","8","78","draw"
"England","USA","86","86","84","13","89","76","74","72","10","76","draw"
"Tunisia","Australia","72","74","78","8","74","76","75","76","10","77","teamBWin"
"Argentina","Mexico","88","86","82","13","89","78","77","74","10","78","teamAWin"
"Belgium","Morocco","82","84","78","10","82","78","79","84","10","81","teamBWin"
"Croatia","Canada","77","84","79","8","79","77","73","71","10","76","teamAWin"
"Spain","Germany","86","90","84","13","90","84","85","80","8","82","draw"
"South Korea","Ghana","79","78","76","10","79","76","75","73","7","74","teamBWin"
"Brazil","Switzerland","89","85","81","10","86","77","80","82","8","79","teamAWin"
"Portugal","Uruguay","87","84","80","10","85","83","82","82","10","83","teamAWin"
"Netherlands","Qatar","82","83","86","10","84","72","73","70","7","71","teamAWin"
"Ecuador","Senegal","78","79","80","8","78","81","79","81","10","81","teamBWin"
"Iran","USA","75","76","77","8","75","76","74","72","10","76","teamBWin"
"Tunisia","France","72","74","78","8","74","90","84","83","10","87","teamAWin"
"Saudi Arabia","Mexico","74","75","73","8","74","78","77","74","10","78","teamBWin"
"Croatia","Belgium","77","84","79","8","79","82","84","78","10","82","draw"
"Canada","Morocco","77","73","71","10","76","78","79","84","10","81","teamBWin"
"Japan","Spain","80","82","78","10","81","86","90","84","13","90","teamAWin"
"South Korea","Portugal","79","78","76","10","79","87","84","80","10","85","teamAWin"
"Ghana","Uruguay","76","75","73","7","74","83","82","82","10","83","teamBWin"
"Netherlands","USA","82","83","86","10","84","76","74","72","10","76","teamAWin"
"Argentina","Australia","88","86","82","13","89","76","75","76","10","77","teamAWin"
"England","Senegal","86","86","84","13","89","81","79","81","10","81","teamAWin"
"Japan","Croatia","80","82","78","10","81","77","84","79","8","79","draw"
"Brazil","South Korea","89","85","81","10","86","79","78","76","10","79","teamAWin"
"Morocco","Spain","78","79","84","10","81","86","90","84","13","90","draw"
"Portugal","Switzerland","87","84","80","10","85","77","80","82","8","79","teamAWin"
"Croatia","Brazil","77","84","79","8","79","89","85","81","10","86","draw"
"Netherlands","Argentina","82","83","86","10","84","88","86","82","13","89","draw"
"Morocco","Portugal","78","79","84","10","81","87","84","80","10","85","teamAWin"
"England","France","86","86","84","13","89","90","84","83","10","87","teamBWin"
"Argentina","Croatia","88","86","82","13","89","77","84","79","8","79","teamAWin"
"France","Morocco","90","84","83","10","87","78","79","84","10","81","teamAWin"
"Croatia","Morocco","77","84","79","8","79","78","79","84","10","81","teamAWin"
"Argentina","France","88","86","82","13","89","90","84","83","10","87","draw"
"Qatar","Ecuador","72","73","70","7","71","78","79","80","8","78","teamBWin"
"England","Iran","86","86","84","13","89","75","76","77","8","75","teamAWin"
"Senegal","Netherlands","81","79","81","10","81","82","83","86","10","84","teamBWin"
"Argentina","Saudi Arabia","88","86","82","13","89","74","75","73","8","74","teamBWin"
"France","Australia","90","84","83","10","87","76","75","76","10","77","teamAWin"
"Morocco","Croatia","78","79","84","10","81","77","84","79","8","79","draw"
"Germany","Japan","84","85","80","8","82","80","82","78","10","81","teamBWin"
"Belgium","Canada","82","84","78","10","82","77","73","71","10","76","teamAWin"
"Uruguay","South Korea","83","82","82","10","83","79","78","76","10","79","draw"
"Portugal","Ghana","87","84","80","10","85","76","75","73","7","74","teamAWin"
"Qatar","Senegal","72","73","70","7","71","81","79","81","10","81","teamBWin"
"Netherlands","Ecuador","82","83","86","10","84","78","79","80","8","78","draw"
